transaction_id,amount,transaction_type,is_fraud,transaction_hour,transaction_day,is_weekend
174,25.68,Online,0,0,26,1
175,103.61,ATM,0,0,18,0
176,19.16,POS,0,19,6,0
177,117.42,Online,0,4,6,1
178,48.9,Online,0,18,9,1
179,276.03,ATM,0,5,10,0
180,14.79,POS,0,2,15,0
181,41.71,ATM,0,20,4,1
182,12.04,Online,0,12,8,1
183,258.62,POS,0,16,4,1
184,209.83,ATM,0,2,3,1
185,29.83,Online,0,22,4,0
186,107.88,ATM,0,2,1,0
187,169.95,ATM,0,20,9,0
188,81.01,ATM,0,22,11,0
189,75.43,POS,0,12,21,0
190,27.69,Online,0,1,23,0
191,9.77,Online,0,2,19,1
192,227.51,Online,0,19,21,0
193,230.68,Online,0,15,29,1
194,100.27,POS,0,20,26,0
195,41.4,ATM,0,11,30,0
196,42.96,Online,1,8,20,1
197,129.45,POS,0,15,7,0
198,227.41,ATM,0,3,5,1
199,218.11,POS,0,19,2,1
200,151.36,POS,0,17,19,1
201,102.73,Online,0,0,24,0
202,8.79,Online,0,6,3,1
203,17.63,ATM,0,19,15,1
204,228.82,ATM,0,11,7,1
205,93.25,Online,0,7,5,1
206,0.92,POS,0,7,23,1
207,10.7,Online,0,23,10,0
208,108.92,ATM,0,21,9,0
209,0.51,POS,0,8,23,0
210,17.53,POS,0,13,14,1
211,79.57,POS,0,19,22,0
212,117.73,Online,0,4,28,0
213,105.54,Online,0,19,13,1
214,25.39,ATM,0,20,1,1
215,124.54,POS,0,1,16,0
216,27.08,POS,0,20,20,0
217,39.36,Online,0,9,8,0
218,137.24,ATM,0,23,17,1
219,104.88,ATM,0,8,6,0
220,189.2,POS,0,6,2,0
221,107.18,Online,0,22,13,0
222,84.0,POS,0,21,25,0
223,9.84,Online,0,17,8,1
224,45.84,ATM,0,11,25,0
225,30.82,POS,0,10,9,1
226,27.97,POS,0,9,30,0
227,361.23,POS,1,12,13,1
228,49.94,ATM,0,8,18,0
229,222.61,POS,0,15,18,0
230,99.73,ATM,0,20,9,1
231,158.38,Online,0,21,2,0
232,69.84,ATM,0,16,4,0
233,86.02,Online,0,4,18,1
234,67.83,ATM,0,5,17,1
235,21.72,ATM,0,9,12,1
236,128.18,POS,0,10,16,0
237,32.96,ATM,0,1,13,0
238,2.46,POS,0,6,11,1
239,103.7,Online,0,13,14,1
240,19.49,Online,0,3,10,1
241,282.11,POS,0,4,23,0
242,307.76,Online,0,18,28,0
243,246.35,ATM,0,20,27,1
244,46.23,POS,0,19,21,1
245,1.56,POS,0,9,19,1
246,263.55,POS,0,5,24,1
247,55.89,Online,0,1,21,0
248,340.08,Online,0,2,17,1
249,331.37,ATM,0,14,9,1
250,191.74,ATM,0,9,14,0
251,34.88,POS,0,16,30,1
252,48.63,ATM,0,6,5,1
253,190.47,Online,0,1,3,0
254,38.11,ATM,0,6,22,1
255,18.57,Online,0,14,8,1
256,81.37,ATM,0,2,18,1
257,275.13,Online,0,4,27,0
258,119.08,Online,0,21,30,1
259,84.41,ATM,0,7,3,0
260,10.22,ATM,0,3,23,0
261,95.45,Online,0,17,2,0
262,461.06,POS,0,18,27,1
263,15.09,ATM,0,7,11,0
264,73.05,Online,0,22,28,0
265,209.86,ATM,0,5,5,1
266,135.0,ATM,0,4,25,0
267,119.41,ATM,0,4,30,0
268,121.23,ATM,0,16,7,0
269,44.55,ATM,0,5,30,1
270,34.76,POS,0,12,14,0
271,165.74,POS,0,8,29,0
272,166.13,POS,0,23,19,1
273,201.8,Online,0,11,2,1
274,244.46,POS,0,9,26,0
275,71.61,POS,0,0,9,1
276,69.62,Online,0,10,25,0
277,160.09,POS,0,5,25,1
278,104.97,ATM,0,2,10,0
279,121.06,POS,0,5,19,1
280,158.86,POS,0,8,17,0
281,220.73,POS,0,21,25,0
282,41.25,ATM,0,7,7,1
283,47.09,ATM,0,14,18,1
284,9.87,ATM,0,21,6,1
285,86.34,ATM,0,5,27,1
286,3.66,Online,0,22,9,1
287,62.66,ATM,0,10,8,0
288,78.23,ATM,0,9,27,0
289,33.76,ATM,0,10,28,1
290,89.36,ATM,0,3,22,0
291,3.1,Online,0,12,22,0
292,3.81,POS,0,7,24,1
293,172.94,POS,0,19,9,0
294,44.66,ATM,1,14,24,1
295,13.59,ATM,1,6,1,0
296,73.87,ATM,0,0,2,0
297,146.96,POS,0,8,22,1
298,24.31,POS,0,22,24,0
299,97.52,ATM,0,7,4,1
300,8.92,POS,0,1,28,0
301,5.31,Online,0,13,20,0
302,75.79,ATM,0,11,29,0
303,77.79,ATM,0,22,18,1
304,101.45,Online,0,16,10,1
305,129.5,Online,0,18,1,0
306,372.36,POS,0,5,10,1
307,72.63,Online,0,20,9,1
308,39.0,ATM,0,4,23,1
309,158.57,POS,0,5,25,0
310,31.59,Online,0,2,13,1
311,57.8,POS,0,15,15,1
312,8.17,POS,0,17,18,1
313,2.57,POS,0,13,26,1
314,328.74,POS,0,14,13,1
315,180.78,Online,0,3,5,1
316,119.06,ATM,0,10,2,1
317,52.59,ATM,0,4,26,1
318,19.03,Online,0,8,7,1
319,17.01,ATM,0,4,9,1
320,28.8,POS,0,6,19,0
321,79.68,POS,0,17,14,0
322,125.38,POS,0,17,17,0
323,107.94,Online,0,19,20,0
324,32.84,POS,0,23,20,0
325,309.81,POS,0,1,11,1
326,133.9,Online,0,22,22,1
327,80.82,POS,0,12,5,1
328,94.6,POS,0,12,12,1
329,54.4,ATM,0,16,29,0
330,28.47,Online,0,21,21,0
331,44.0,POS,0,16,9,1
332,141.82,POS,0,5,29,1
333,1.45,POS,0,13,27,0
334,12.34,POS,0,20,17,1
335,4.71,ATM,0,13,8,1
336,4.16,ATM,0,11,24,0
337,193.42,ATM,0,4,27,1
338,121.62,ATM,0,4,8,1
339,64.28,Online,0,3,29,1
340,10.3,POS,0,22,12,0
341,67.65,ATM,0,12,30,0
342,64.15,POS,0,3,29,0
343,19.02,Online,0,17,19,0
344,56.89,POS,0,15,10,0
345,50.83,POS,0,17,24,0
346,95.67,ATM,0,1,2,0
347,100.81,ATM,0,22,24,1
348,4.64,Online,0,3,28,0
349,46.94,POS,0,19,8,1
350,98.31,ATM,0,16,14,0
351,69.94,ATM,0,19,19,1
352,194.13,ATM,0,5,4,1
353,107.5,Online,0,17,9,0
354,17.79,POS,0,19,13,1
355,7.32,ATM,0,6,9,0
356,102.84,POS,0,12,26,1
357,2.69,Online,0,8,13,1
358,88.13,POS,0,1,25,1
359,281.73,ATM,0,7,16,0
360,85.68,POS,0,13,26,1
361,49.13,POS,0,21,22,1
362,103.08,Online,0,23,1,0
363,61.3,Online,0,17,8,0
364,78.88,POS,0,0,29,1
365,283.81,POS,0,22,9,0
366,48.79,POS,0,8,24,0
367,324.91,Online,0,8,13,0
368,235.76,Online,0,1,17,0
369,21.79,POS,0,15,28,1
370,7.19,Online,0,3,22,0
371,10.62,ATM,0,12,25,1
372,1.84,Online,0,16,9,0
373,9.92,Online,0,10,7,0
374,114.89,Online,0,22,23,0
375,7.38,ATM,0,1,20,1
376,38.42,ATM,0,3,23,1
377,186.35,ATM,0,11,10,1
378,2.35,POS,0,1,21,1
379,168.45,POS,1,0,27,0
380,33.11,ATM,0,22,26,1
381,12.58,POS,0,5,5,0
382,119.32,POS,0,15,17,1
383,99.14,POS,0,1,2,0
384,209.94,ATM,0,13,9,1
385,132.83,Online,0,19,2,0
386,162.7,ATM,0,11,10,0
387,33.13,ATM,0,18,27,1
388,19.53,POS,0,2,12,1
389,138.88,POS,0,18,2,0
390,164.42,Online,0,10,15,0
391,465.7,Online,0,3,25,1
392,53.21,Online,0,16,3,0
393,46.52,Online,0,16,2,1
394,149.8,ATM,0,6,7,0
395,41.67,Online,0,4,28,1
396,267.01,ATM,0,18,9,1
397,195.48,POS,0,20,11,1
398,56.04,Online,0,18,29,0
399,138.98,POS,0,8,22,1
400,140.46,POS,0,16,28,1
401,10.88,ATM,0,8,16,1
402,232.84,Online,0,13,7,1
403,70.37,ATM,0,4,29,1
404,175.13,POS,0,21,13,0
405,38.57,Online,0,1,3,0
406,225.88,POS,0,23,11,0
407,49.3,POS,0,14,3,1
408,1.09,Online,0,15,15,0
409,235.79,Online,0,18,8,1
410,9.57,Online,0,0,7,0
411,38.47,ATM,0,22,5,0
412,299.7,ATM,0,11,6,0
413,300.79,POS,0,18,25,0
414,85.2,Online,0,19,19,1
415,99.92,POS,0,14,28,0
416,59.5,POS,0,4,3,0
417,34.7,POS,0,0,30,1
418,39.85,POS,0,10,11,0
419,111.63,POS,0,8,6,0
420,139.58,Online,0,6,27,1
421,156.82,ATM,0,1,24,0
422,155.88,Online,0,16,21,0
423,9.56,Online,0,15,14,1
424,68.2,Online,0,15,17,1
425,5.93,ATM,0,13,3,0
426,79.75,ATM,0,1,29,0
427,58.26,ATM,0,18,24,0
428,218.66,Online,0,2,4,1
429,43.22,ATM,0,7,9,1
430,12.45,POS,0,20,13,0
431,15.43,ATM,0,18,6,1
432,143.34,Online,0,15,10,1
433,96.29,Online,0,21,20,0
434,10.66,POS,0,3,20,1
435,8.79,ATM,0,7,26,1
436,120.72,ATM,0,0,21,1
437,7.55,POS,0,3,13,1
438,172.52,Online,0,6,23,0
439,122.5,Online,0,0,14,1
440,8.48,ATM,0,23,12,0
441,8.87,ATM,0,17,23,0
442,431.55,ATM,0,3,13,0
443,46.88,ATM,0,19,10,0
444,46.31,ATM,0,13,7,1
445,167.56,Online,0,7,5,0
446,294.22,Online,0,17,12,0
447,426.88,Online,0,6,29,1
448,139.99,Online,0,2,25,1
449,47.2,POS,0,20,2,1
450,8.72,Online,0,13,8,0
451,150.12,POS,0,11,26,0
452,81.74,Online,0,14,8,1
453,55.2,ATM,0,7,19,1
454,236.82,ATM,0,4,5,0
455,11.79,ATM,0,16,30,1
456,67.85,POS,0,9,8,1
457,1.14,Online,0,10,10,0
458,63.24,Online,0,22,13,1
459,5.8,POS,0,15,9,1
460,12.65,POS,0,15,7,1
461,12.5,POS,0,3,20,1
462,104.76,POS,0,22,20,1
463,137.06,POS,0,4,19,1
464,87.56,ATM,0,9,11,0
465,327.47,Online,0,13,8,0
466,46.98,POS,0,8,22,1
467,33.65,ATM,0,17,16,0
468,202.95,POS,0,19,10,1
469,25.31,ATM,0,5,6,0
470,330.29,POS,0,10,10,1
471,1.22,Online,0,20,10,0
472,350.25,POS,0,16,25,1
473,4.41,POS,0,8,27,1
474,221.77,Online,0,2,19,1
475,75.01,Online,1,15,4,0
476,495.68,POS,0,19,19,0
477,7.67,Online,0,3,3,0
478,80.71,Online,0,23,17,1
479,348.36,ATM,0,21,14,0
480,74.04,Online,0,14,10,0
481,99.26,Online,0,1,6,1
482,118.99,POS,0,19,16,1
483,60.61,POS,0,16,9,0
484,98.77,ATM,0,18,21,1
485,87.78,POS,0,19,12,0
486,231.42,Online,0,15,12,1
487,4.65,Online,0,23,28,1
488,32.98,Online,0,18,14,0
489,300.4,POS,0,20,26,1
490,220.97,Online,0,16,2,1
491,60.82,Online,0,3,10,1
492,96.79,ATM,0,17,4,1
493,32.49,ATM,1,3,28,1
494,20.84,ATM,0,20,6,1
495,62.31,POS,0,2,30,1
496,43.6,Online,0,21,23,1
497,87.62,Online,0,17,28,1
498,8.09,Online,0,20,29,1
499,366.5,ATM,0,19,13,1
500,428.39,Online,0,4,23,1
501,119.79,Online,0,8,14,0
502,76.81,Online,0,21,4,1
503,37.04,Online,0,22,10,1
504,168.09,Online,0,23,10,1
505,115.43,POS,0,14,5,0
506,17.75,Online,1,8,29,0
507,241.83,POS,0,13,4,0
508,172.9,Online,1,20,12,0
509,299.17,POS,0,23,26,1
510,129.36,Online,0,1,22,1
511,95.04,Online,0,17,27,1
512,54.17,Online,0,12,14,0
513,269.9,Online,0,20,7,1
514,201.04,ATM,0,15,2,0
515,4.63,Online,0,5,14,0
516,2.67,POS,0,15,10,0
517,47.23,ATM,0,3,28,1
518,166.36,ATM,0,23,16,1
519,436.43,Online,0,9,3,1
520,16.3,POS,0,18,27,1
521,90.17,POS,1,10,8,0
522,47.95,ATM,0,4,23,1
523,350.37,POS,0,17,28,1
524,184.59,Online,0,2,17,1
525,182.22,Online,0,7,4,0
526,63.24,Online,0,10,21,0
527,53.58,Online,0,20,30,1
528,31.94,Online,1,18,19,1
529,5.8,ATM,0,20,15,0
530,200.04,Online,0,2,20,0
531,167.61,Online,0,11,26,1
532,817.24,ATM,0,14,10,0
533,569.49,ATM,0,22,30,0
534,81.07,ATM,0,23,10,0
535,146.53,POS,0,15,23,0
536,289.62,POS,0,4,24,0
537,189.48,Online,0,18,12,0
538,28.42,Online,0,5,9,0
539,59.88,Online,0,11,15,1
540,13.83,POS,0,18,29,0
541,308.02,Online,0,8,18,1
542,93.18,Online,0,17,20,1
543,25.96,POS,0,2,1,1
544,111.38,ATM,0,22,3,1
545,96.27,POS,0,13,8,1
546,44.34,Online,0,23,7,1
547,12.05,POS,0,20,15,0
548,111.34,ATM,0,4,8,0
549,73.46,ATM,0,4,15,1
550,147.98,ATM,0,3,27,1
551,73.43,ATM,0,21,22,0
552,191.18,ATM,0,15,5,0
553,80.28,ATM,0,12,12,1
554,82.31,Online,0,7,12,1
555,209.28,Online,0,23,26,1
556,51.66,POS,0,20,9,0
557,14.39,Online,0,15,21,0
558,2.92,ATM,0,1,9,0
559,140.71,Online,0,7,15,1
560,96.84,POS,0,2,15,0
561,121.77,ATM,0,22,29,1
562,23.95,Online,0,8,20,1
563,14.66,Online,0,10,12,0
564,1.47,POS,0,20,5,0
565,43.17,ATM,1,23,1,0
566,89.14,POS,0,19,22,1
567,49.8,ATM,0,0,19,0
568,57.53,ATM,0,0,11,1
569,234.51,Online,0,21,26,0
570,42.81,POS,0,7,18,1
571,72.15,POS,0,15,6,0
572,153.09,POS,0,9,17,1
573,50.51,ATM,0,1,14,0
574,97.31,POS,0,15,12,1
575,198.31,ATM,0,3,25,0
576,298.62,POS,0,18,5,0
577,15.91,POS,0,8,7,0
578,261.17,Online,0,2,27,0
579,67.75,POS,0,10,26,1
580,29.87,Online,0,7,16,0
581,61.46,Online,0,6,25,1
582,391.37,ATM,0,0,9,0
583,67.85,POS,0,7,29,0
584,39.86,POS,0,23,23,0
585,100.35,POS,0,16,15,0
586,27.46,Online,0,10,4,1
587,7.89,POS,0,6,20,1
588,13.8,ATM,0,8,23,0
589,13.7,ATM,0,13,24,1
590,16.48,POS,0,4,7,1
591,14.95,Online,0,17,27,0
592,102.41,ATM,0,23,14,0
593,20.07,ATM,0,22,30,1
594,42.41,Online,0,12,26,1
595,227.1,ATM,0,4,4,0
596,64.24,Online,0,7,4,0
597,110.13,ATM,0,14,24,0
598,18.91,Online,0,21,28,0
599,21.36,ATM,0,3,14,0
600,4.17,POS,0,0,25,0
601,18.5,ATM,0,5,7,0
602,32.65,ATM,0,23,15,0
603,19.48,POS,0,18,12,0
604,9.29,POS,0,11,14,0
605,12.86,POS,0,6,13,1
606,61.76,POS,0,12,30,1
607,23.11,Online,0,6,19,1
608,45.3,Online,0,8,12,0
609,70.0,ATM,0,0,16,1
610,117.25,ATM,0,20,26,0
611,4.01,ATM,0,23,16,0
612,160.65,Online,0,12,1,0
613,98.86,ATM,0,18,15,1
614,8.53,ATM,0,20,5,0
615,206.81,Online,0,0,6,0
616,253.67,ATM,0,19,27,1
617,6.3,Online,0,20,25,0
618,32.42,Online,0,18,21,1
619,164.09,POS,0,17,17,1
620,137.94,POS,0,22,11,0
621,20.4,Online,0,4,27,1
622,23.49,Online,0,2,4,1
623,46.28,POS,0,1,18,0
624,66.27,ATM,0,21,20,0
625,96.3,ATM,0,9,14,0
626,46.03,ATM,0,5,23,0
627,62.09,Online,0,18,9,1
628,137.62,POS,0,16,28,0
629,3.74,ATM,0,18,3,1
630,29.09,POS,0,12,3,0
631,124.95,POS,0,16,11,1
632,225.58,Online,0,22,20,0
633,71.68,ATM,0,17,23,1
634,75.95,POS,0,10,22,0
635,11.34,Online,0,19,30,1
636,59.31,Online,0,19,5,0
637,76.06,Online,0,12,4,1
638,27.77,ATM,0,23,12,0
639,31.37,ATM,0,10,24,0
640,47.37,Online,0,19,12,0
641,2.03,ATM,0,18,4,0
642,38.87,ATM,0,9,3,0
643,23.76,POS,0,2,23,1
644,39.67,Online,0,20,2,1
645,12.76,Online,0,5,4,1
646,221.21,ATM,0,6,24,0
647,90.04,Online,0,20,4,0
648,113.66,Online,0,22,26,1
649,155.67,Online,0,19,28,0
650,69.0,ATM,0,4,7,1
651,9.09,ATM,0,21,2,0
652,77.03,ATM,0,8,11,1
653,88.39,POS,0,21,5,1
654,136.82,Online,0,9,28,1
655,56.5,POS,0,13,13,0
656,13.65,ATM,0,10,4,1
657,33.38,POS,0,16,9,1
658,45.11,Online,0,10,7,0
659,103.82,Online,0,6,30,0
660,84.58,ATM,0,10,25,0
661,44.02,ATM,0,12,27,1
662,430.62,POS,0,18,29,0
663,93.08,ATM,0,5,13,0
664,27.08,POS,0,1,10,0
665,10.73,Online,0,13,7,0
666,16.59,Online,0,15,18,0
667,28.23,Online,0,6,28,1
668,17.52,Online,0,0,18,1
669,20.65,Online,0,1,2,0
670,33.56,POS,0,8,21,0
671,19.04,Online,0,22,1,0
672,227.08,POS,0,17,13,1
673,8.36,Online,0,20,23,1
674,74.34,POS,0,19,2,1
675,52.83,POS,0,17,4,0
676,403.86,POS,1,17,9,1
677,11.88,ATM,0,9,8,1
678,50.73,POS,0,7,26,1
679,348.91,POS,0,20,18,0
680,200.62,Online,0,7,30,1
681,169.87,POS,0,1,16,1
682,29.83,POS,0,17,4,1
683,18.74,ATM,0,10,4,0
684,110.46,Online,0,10,18,1
685,265.04,ATM,0,18,2,0
686,81.37,ATM,0,10,21,0
687,84.77,ATM,0,9,11,1
688,32.85,POS,0,7,20,0
689,146.75,ATM,0,14,24,1
690,20.71,ATM,0,7,4,1
691,39.11,Online,0,18,24,0
692,55.41,Online,0,0,14,1
693,70.85,Online,0,22,21,1
694,27.76,Online,0,19,17,1
695,12.2,ATM,0,2,30,0
696,94.32,Online,0,20,30,0
697,34.06,POS,0,11,25,0
698,87.05,ATM,0,15,8,1
699,16.77,Online,0,21,1,1
700,65.61,ATM,0,15,28,0
701,76.05,Online,0,16,19,0
702,5.32,ATM,0,15,19,1
703,41.04,Online,0,8,21,0
704,14.43,POS,0,21,7,1
705,6.55,Online,0,18,1,0
706,460.12,ATM,0,0,1,1
707,38.91,ATM,0,17,10,1
708,166.01,POS,1,5,13,1
709,29.39,ATM,0,5,22,0
710,114.41,POS,0,11,30,1
711,142.81,ATM,0,2,5,0
712,90.54,ATM,0,10,12,1
713,63.79,POS,0,5,28,1
714,53.08,ATM,0,13,29,1
715,42.9,ATM,0,17,3,0
716,265.26,POS,0,15,29,1
717,177.56,Online,0,23,19,0
718,335.32,POS,0,12,4,1
719,13.27,ATM,0,0,15,1
720,131.26,Online,0,5,13,0
721,278.61,Online,0,13,11,0
722,20.0,Online,0,16,26,1
723,6.88,POS,0,12,2,0
724,135.14,Online,0,12,29,1
725,85.44,Online,0,8,9,0
726,184.41,Online,0,5,29,1
727,15.06,ATM,0,5,12,0
728,158.61,POS,0,4,4,0
729,22.52,POS,0,20,26,0
730,17.87,ATM,0,13,19,0
731,17.94,Online,0,13,10,1
732,168.51,ATM,0,3,11,0
733,109.42,ATM,0,1,7,0
734,74.04,Online,0,1,13,0
735,44.45,Online,0,16,9,1
736,209.72,POS,1,9,12,1
737,49.83,Online,0,13,29,0
738,169.61,ATM,0,18,2,1
739,57.83,ATM,0,16,30,1
740,47.31,Online,1,21,22,0
741,62.12,POS,0,10,21,1
742,35.86,ATM,0,6,1,0
743,137.68,Online,0,8,27,0
744,69.86,POS,0,13,7,1
745,26.42,POS,0,22,1,1
746,229.83,ATM,0,3,26,0
747,48.43,ATM,0,13,25,0
748,78.43,POS,0,19,16,0
749,236.95,POS,0,23,4,1
750,97.88,POS,0,19,30,1
751,12.43,Online,0,16,8,1
752,281.06,ATM,0,18,17,1
753,98.81,POS,0,16,21,0
754,40.78,ATM,0,13,19,1
755,15.0,ATM,0,12,4,1
756,158.0,ATM,0,13,28,1
757,96.78,POS,0,15,4,0
758,76.24,Online,0,20,8,1
759,224.33,POS,0,14,10,0
760,155.4,ATM,0,18,26,1
761,16.45,POS,0,21,29,0
762,37.36,POS,0,10,16,0
763,28.57,ATM,0,11,19,0
764,136.24,ATM,1,10,1,0
765,3.41,POS,0,22,5,1
766,84.37,POS,0,4,2,1
767,143.74,POS,0,7,29,1
768,209.37,POS,0,5,27,0
769,41.87,Online,1,15,16,0
770,172.18,POS,0,11,13,0
771,11.72,Online,0,5,30,0
772,187.37,ATM,1,12,6,1
773,13.64,Online,0,6,4,1
774,50.63,ATM,0,7,25,0
775,159.6,Online,0,11,7,1
776,16.24,ATM,0,1,2,0
777,26.04,POS,0,22,23,1
778,128.1,Online,0,8,10,1
779,127.31,Online,0,12,14,0
780,102.48,ATM,0,16,8,1
781,118.4,ATM,0,12,3,0
782,78.25,Online,0,15,3,1
783,29.01,ATM,0,0,27,0
784,42.42,POS,0,6,2,0
785,20.04,Online,0,12,28,0
786,239.09,POS,0,13,17,1
787,87.56,Online,0,20,19,1
788,51.22,POS,0,16,10,0
789,61.99,Online,0,15,12,0
790,294.28,ATM,0,14,27,1
791,16.65,Online,1,16,23,0
792,88.24,POS,0,1,11,0
793,70.5,Online,0,11,9,1
794,94.53,POS,0,2,30,0
795,1.83,POS,0,8,25,0
796,205.67,POS,0,5,13,0
797,269.0,ATM,0,5,6,1
798,83.27,Online,0,6,14,1
799,119.29,POS,0,7,22,0
800,255.75,ATM,0,2,11,0
801,122.84,POS,0,23,5,1
802,16.55,Online,0,14,2,0
